jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Demersal,Manyung,2024,2,6408,2024-01-02
Demersal,Marlin,2024,2,544,2024-01-02
Pelagis Besar,Nyunglas,2024,2,1560,2024-01-02
Pelagis Kecil,Pari,2024,2,1595,2024-01-02
Demersal,Pedang,2024,2,180,2024-01-02
Pelagis Besar,Peperek,2024,2,3455,2024-01-02
Pelagis Kecil,Pinjalo,2024,2,1144,2024-01-02
Karang (Reef-Associated),Pisang-pisang,2024,2,14873,2024-01-02
Pelagis Kecil,Sebelah,2024,2,864,2024-01-02
Pelagis Kecil,Selar Kuning,2024,2,3414,2024-01-02
Pelagis Kecil,Lencam,2024,2,761,2024-01-02
Pelagis Besar,Tenggiri,2024,2,735,2024-01-02
Pelagis Besar,Tenggiri Papan,2024,2,422,2024-01-02
Pelagis Besar,Tetengkek,2024,2,775,2024-01-02
Pelagis Kecil,Tongkol,2024,2,30242,2024-01-02
Pelagis Besar,Tongkol Abu-Abu,2024,2,604,2024-01-02
Pelagis Besar,Tongkol Banyar,2024,2,19973,2024-01-02
Pelagis Besar,Tongkol Komo,2024,2,41040,2024-01-02
Pelagis Besar,Tongkol Lisong,2024,2,59180,2024-01-02
Pelagis Besar,Tuna Mata Besar,2024,2,760,2024-01-02
Pelagis Besar,Tuna Sirip Kuning,2024,2,65253,2024-01-02
jumlah,,2024,2,692515,2024-01-02
Pelagis Kecil,Swanggi,2024,2,14794,2024-01-02
Pelagis Besar,Lemadang,2024,2,34900,2024-01-02
Pelagis Kecil,Layur,2024,2,54001,2024-01-02
Pelagis Besar,Layaran,2024,2,1060,2024-01-02
Karang (Reef-Associated),Ayam ayam,2024,2,3376,2024-01-02
Pelagis Besar,Bawal laut,2024,2,711,2024-01-02
Pelagis Besar,Cakalang,2024,2,177314,2024-01-02
Pelagis Besar,Cendro,2024,2,3075,2024-01-02
Pelagis Kecil,Ekor kuning,2024,2,10744,2024-01-02
Demersal,Gabus Laut,2024,2,1989,2024-01-02
Demersal,Golok golok,2024,2,2470,2024-01-02
Demersal,Gulamah/Tigawaja/Samgeh,2024,2,3153,2024-01-02
Karang (Reef-Associated),Kakap,2024,2,2448,2024-01-02
Karang (Reef-Associated),Kakap Batu,2024,2,3465,2024-01-02
Karang (Reef-Associated),Kakap Jenaha,2024,2,1324,2024-01-02
Demersal,Gerot Gerot,2024,2,3269,2024-01-02
Pelagis Kecil,Kapas kapas/Bagas,2024,2,45720,2024-01-02
Karang (Reef-Associated),Kakap Merah,2024,2,2808,2024-01-02
Karang (Reef-Associated),Kuwe gerong,2024,2,1110,2024-01-02
Karang (Reef-Associated),Kuwe,2024,2,1776,2024-01-02
Pelagis Kecil,Kuro/Senangin/laosan,2024,2,6012,2024-01-02
Demersal,Kurisi,2024,2,24141,2024-01-02
Pelagis Kecil,Layang,2024,2,10439,2024-01-02
Karang (Reef-Associated),Kerapu,2024,2,1483,2024-01-02
Pelagis Kecil,Kembung Perempuan,2024,2,2375,2024-01-02
Pelagis Kecil,Kembung Lelaki,2024,2,3895,2024-01-02
Demersal,Kuniran/biji nangka,2024,2,3717,2024-01-02
Demersal,Selar Bentong,2024,3,7588,2024-01-03
Demersal,Manyung,2024,3,2144,2024-01-03
Demersal,Marlin,2024,3,1946,2024-01-03
Pelagis Besar,Nyunglas,2024,3,1220,2024-01-03
Pelagis Kecil,Pari,2024,3,1204,2024-01-03
Demersal,Pedang,2024,3,697,2024-01-03
Pelagis Besar,Peperek,2024,3,4784,2024-01-03
Pelagis Kecil,Pinjalo,2024,3,479,2024-01-03
Karang (Reef-Associated),Pisang-pisang,2024,3,37032,2024-01-03
Pelagis Kecil,Sebelah,2024,3,5233,2024-01-03
Pelagis Kecil,Selar Kuning,2024,3,4752,2024-01-03
jumlah,,2024,3,607810,2024-01-03
Pelagis Besar,Tenggiri,2024,3,568,2024-01-03
Pelagis Besar,Tenggiri Papan,2024,3,620,2024-01-03
Pelagis Besar,Tetengkek,2024,3,1651,2024-01-03
Pelagis Kecil,Tongkol,2024,3,19075,2024-01-03
Pelagis Besar,Tongkol Abu-Abu,2024,3,1186,2024-01-03
Pelagis Besar,Tongkol Banyar,2024,3,13372,2024-01-03
Pelagis Besar,Tongkol Komo,2024,3,17330,2024-01-03
Pelagis Besar,Tongkol Lisong,2024,3,27176,2024-01-03
Pelagis Besar,Tuna Mata Besar,2024,3,855,2024-01-03
Pelagis Besar,Tuna Sirip Kuning,2024,3,59107,2024-01-03
Pelagis Kecil,Lencam,2024,3,919,2024-01-03
Pelagis Kecil,Swanggi,2024,3,3707,2024-01-03
Pelagis Besar,Lemadang,2024,3,21502,2024-01-03
Pelagis Kecil,Layur,2024,3,92903,2024-01-03
Pelagis Besar,Layaran,2024,3,718,2024-01-03
Pelagis Besar,Bawal laut,2024,3,1117,2024-01-03
Pelagis Besar,Cakalang,2024,3,159767,2024-01-03
Pelagis Besar,Cendro,2024,3,3308,2024-01-03
Pelagis Kecil,Ekor kuning,2024,3,5881,2024-01-03
Demersal,Gabus Laut,2024,3,592,2024-01-03
Demersal,Gerot Gerot,2024,3,2577,2024-01-03
Demersal,Golok golok,2024,3,1377,2024-01-03
Demersal,Gulamah/Tigawaja/Samgeh,2024,3,3801,2024-01-03
Karang (Reef-Associated),Kakap,2024,3,1880,2024-01-03
Karang (Reef-Associated),Kakap Batu,2024,3,2442,2024-01-03
Karang (Reef-Associated),Kakap Jenaha,2024,3,1791,2024-01-03
Karang (Reef-Associated),Ayam ayam,2024,3,4012,2024-01-03
Pelagis Kecil,Kapas kapas/Bagas,2024,3,43278,2024-01-03
Pelagis Kecil,Kembung Lelaki,2024,3,2635,2024-01-03
Pelagis Kecil,Kembung Perempuan,2024,3,1720,2024-01-03
Karang (Reef-Associated),Kerapu,2024,3,1008,2024-01-03
Demersal,Kuniran/biji nangka,2024,3,3830,2024-01-03
Demersal,Kurisi,2024,3,9755,2024-01-03
Pelagis Kecil,Kuro/Senangin/laosan,2024,3,6284,2024-01-03
Karang (Reef-Associated),Kuwe,2024,3,1763,2024-01-03
Karang (Reef-Associated),Kuwe gerong,2024,3,1664,2024-01-03
Pelagis Kecil,Layang,2024,3,17152,2024-01-03
Karang (Reef-Associated),Kakap Merah,2024,3,2408,2024-01-03
Pelagis Kecil,Sebelah,2024,4,840,2024-01-04
Karang (Reef-Associated),Pisang-pisang,2024,4,22120,2024-01-04
Pelagis Kecil,Pinjalo,2024,4,546,2024-01-04
Pelagis Besar,Peperek,2024,4,3360,2024-01-04
Demersal,Manyung,2024,4,2121,2024-01-04
Pelagis Kecil,Pari,2024,4,986,2024-01-04
Pelagis Besar,Nyunglas,2024,4,797,2024-01-04
Demersal,Marlin,2024,4,1072,2024-01-04
Demersal,Selar Bentong,2024,4,4735,2024-01-04
Demersal,Pedang,2024,4,560,2024-01-04
jumlah,,2024,4,433640,2024-01-04
Pelagis Kecil,Tongkol,2024,4,6473,2024-01-04
Pelagis Besar,Tenggiri,2024,4,452,2024-01-04
Pelagis Besar,Tenggiri Papan,2024,4,492,2024-01-04
Pelagis Besar,Tetengkek,2024,4,822,2024-01-04
Pelagis Besar,Tongkol Abu-Abu,2024,4,468,2024-01-04
Pelagis Besar,Tongkol Banyar,2024,4,4137,2024-01-04
Pelagis Besar,Tongkol Komo,2024,4,12168,2024-01-04
Pelagis Besar,Tongkol Lisong,2024,4,16989,2024-01-04
Pelagis Besar,Tuna Mata Besar,2024,4,599,2024-01-04
Pelagis Besar,Tuna Sirip Kuning,2024,4,37998,2024-01-04
Pelagis Kecil,Lencam,2024,4,700,2024-01-04
Pelagis Kecil,Swanggi,2024,4,3311,2024-01-04
Pelagis Besar,Lemadang,2024,4,25260,2024-01-04
Pelagis Kecil,Selar Kuning,2024,4,2768,2024-01-04
Pelagis Besar,Layaran,2024,4,960,2024-01-04
Karang (Reef-Associated),Ayam ayam,2024,4,1426,2024-01-04
Pelagis Besar,Bawal laut,2024,4,592,2024-01-04
Pelagis Besar,Cakalang,2024,4,113287,2024-01-04
Pelagis Besar,Cendro,2024,4,1999,2024-01-04
Pelagis Kecil,Ekor kuning,2024,4,3196,2024-01-04
Demersal,Gabus Laut,2024,4,671,2024-01-04
Demersal,Gerot Gerot,2024,4,6630,2024-01-04
Demersal,Golok golok,2024,4,961,2024-01-04
Demersal,Gulamah/Tigawaja/Samgeh,2024,4,2649,2024-01-04
Karang (Reef-Associated),Kakap,2024,4,1156,2024-01-04
Karang (Reef-Associated),Kakap Batu,2024,4,2066,2024-01-04
Pelagis Kecil,Layur,2024,4,91650,2024-01-04
Karang (Reef-Associated),Kakap Merah,2024,4,2559,2024-01-04
Pelagis Kecil,Kapas kapas/Bagas,2024,4,18674,2024-01-04
Pelagis Kecil,Kembung Lelaki,2024,4,1541,2024-01-04
Pelagis Kecil,Kembung Perempuan,2024,4,1950,2024-01-04
Karang (Reef-Associated),Kerapu,2024,4,785,2024-01-04
Demersal,Kuniran/biji nangka,2024,4,4829,2024-01-04
Demersal,Kurisi,2024,4,2266,2024-01-04
Pelagis Kecil,Kuro/Senangin/laosan,2024,4,6626,2024-01-04
Karang (Reef-Associated),Kuwe,2024,4,840,2024-01-04
Karang (Reef-Associated),Kuwe gerong,2024,4,856,2024-01-04
Pelagis Kecil,Layang,2024,4,14007,2024-01-04
Karang (Reef-Associated),Kakap Jenaha,2024,4,1690,2024-01-04
Pelagis Kecil,Sebelah,2024,5,1190,2024-01-05
Karang (Reef-Associated),Pisang-pisang,2024,5,35741,2024-01-05
Pelagis Kecil,Pinjalo,2024,5,1022,2024-01-05
Pelagis Besar,Peperek,2024,5,4501,2024-01-05
Demersal,Manyung,2024,5,1953,2024-01-05
Pelagis Kecil,Pari,2024,5,700,2024-01-05
Pelagis Besar,Nyunglas,2024,5,400,2024-01-05
Demersal,Marlin,2024,5,1460,2024-01-05
Demersal,Selar Bentong,2024,5,10566,2024-01-05
Demersal,Pedang,2024,5,440,2024-01-05
Pelagis Kecil,Selar Kuning,2024,5,2357,2024-01-05
Pelagis Besar,Tongkol Abu-Abu,2024,5,1913,2024-01-05
Pelagis Besar,Tenggiri,2024,5,580,2024-01-05
Pelagis Besar,Tenggiri Papan,2024,5,624,2024-01-05
Pelagis Besar,Tetengkek,2024,5,578,2024-01-05
Pelagis Kecil,Tongkol,2024,5,10941,2024-01-05
Pelagis Besar,Tongkol Banyar,2024,5,5834,2024-01-05
Pelagis Besar,Tongkol Komo,2024,5,24563,2024-01-05
Pelagis Besar,Tongkol Lisong,2024,5,18758,2024-01-05
Pelagis Besar,Tuna Mata Besar,2024,5,666,2024-01-05
Pelagis Besar,Tuna Sirip Kuning,2024,5,50505,2024-01-05
jumlah,,2024,5,535354,2024-01-05
Pelagis Kecil,Lencam,2024,5,1393,2024-01-05
Pelagis Kecil,Swanggi,2024,5,2207,2024-01-05
Pelagis Besar,Lemadang,2024,5,20622,2024-01-05
Pelagis Kecil,Layur,2024,5,67529,2024-01-05
Pelagis Besar,Layaran,2024,5,1287,2024-01-05
Karang (Reef-Associated),Ayam ayam,2024,5,3359,2024-01-05
Pelagis Besar,Bawal laut,2024,5,440,2024-01-05
Pelagis Besar,Cakalang,2024,5,145569,2024-01-05
Pelagis Besar,Cendro,2024,5,3440,2024-01-05
Pelagis Kecil,Ekor kuning,2024,5,3156,2024-01-05
Demersal,Gabus Laut,2024,5,3836,2024-01-05
Demersal,Golok golok,2024,5,2248,2024-01-05
Demersal,Gulamah/Tigawaja/Samgeh,2024,5,4177,2024-01-05
Karang (Reef-Associated),Kakap,2024,5,1285,2024-01-05
Karang (Reef-Associated),Kakap Batu,2024,5,2801,2024-01-05
Karang (Reef-Associated),Kakap Jenaha,2024,5,2176,2024-01-05
Demersal,Gerot Gerot,2024,5,5734,2024-01-05
Pelagis Kecil,Kapas kapas/Bagas,2024,5,13444,2024-01-05
Karang (Reef-Associated),Kakap Merah,2024,5,4307,2024-01-05
Karang (Reef-Associated),Kuwe gerong,2024,5,1412,2024-01-05
Karang (Reef-Associated),Kuwe,2024,5,2581,2024-01-05
Pelagis Kecil,Kuro/Senangin/laosan,2024,5,7664,2024-01-05
Demersal,Kurisi,2024,5,6909,2024-01-05
Pelagis Kecil,Layang,2024,5,31756,2024-01-05
Karang (Reef-Associated),Kerapu,2024,5,1504,2024-01-05
Pelagis Kecil,Kembung Perempuan,2024,5,5428,2024-01-05
Pelagis Kecil,Kembung Lelaki,2024,5,6009,2024-01-05
Demersal,Kuniran/biji nangka,2024,5,7789,2024-01-05
Demersal,Selar Bentong,2024,6,6366,2024-01-06
Demersal,Manyung,2024,6,1751,2024-01-06
Demersal,Marlin,2024,6,1232,2024-01-06
Pelagis Besar,Nyunglas,2024,6,487,2024-01-06
Pelagis Kecil,Pari,2024,6,929,2024-01-06
Demersal,Pedang,2024,6,640,2024-01-06
Pelagis Besar,Peperek,2024,6,5460,2024-01-06
Pelagis Kecil,Pinjalo,2024,6,819,2024-01-06
Karang (Reef-Associated),Pisang-pisang,2024,6,33963,2024-01-06
Pelagis Kecil,Sebelah,2024,6,1849,2024-01-06
Pelagis Kecil,Selar Kuning,2024,6,2860,2024-01-06
jumlah,,2024,6,448550,2024-01-06
Pelagis Besar,Tenggiri,2024,6,491,2024-01-06
Pelagis Besar,Tenggiri Papan,2024,6,596,2024-01-06
Pelagis Besar,Tetengkek,2024,6,1564,2024-01-06
Pelagis Kecil,Tongkol,2024,6,8730,2024-01-06
Pelagis Besar,Tongkol Abu-Abu,2024,6,1003,2024-01-06
Pelagis Besar,Tongkol Banyar,2024,6,4828,2024-01-06
Pelagis Besar,Tongkol Komo,2024,6,10867,2024-01-06
Pelagis Besar,Tongkol Lisong,2024,6,9936,2024-01-06
Pelagis Besar,Tuna Mata Besar,2024,6,534,2024-01-06
Pelagis Besar,Tuna Sirip Kuning,2024,6,63678,2024-01-06
Pelagis Kecil,Lencam,2024,6,1079,2024-01-06
Pelagis Kecil,Swanggi,2024,6,1722,2024-01-06
Pelagis Besar,Lemadang,2024,6,11700,2024-01-06
Pelagis Kecil,Layur,2024,6,41367,2024-01-06
Pelagis Besar,Layaran,2024,6,1139,2024-01-06
Karang (Reef-Associated),Ayam ayam,2024,6,1669,2024-01-06
Pelagis Besar,Bawal laut,2024,6,776,2024-01-06
Pelagis Besar,Cakalang,2024,6,124686,2024-01-06
Pelagis Besar,Cendro,2024,6,2030,2024-01-06
Pelagis Kecil,Ekor kuning,2024,6,2598,2024-01-06
Demersal,Gabus Laut,2024,6,2172,2024-01-06
Demersal,Golok golok,2024,6,1774,2024-01-06
Demersal,Gulamah/Tigawaja/Samgeh,2024,6,5555,2024-01-06
Karang (Reef-Associated),Kakap,2024,6,1043,2024-01-06
Karang (Reef-Associated),Kakap Batu,2024,6,1243,2024-01-06
Karang (Reef-Associated),Kakap Jenaha,2024,6,1883,2024-01-06
Demersal,Gerot Gerot,2024,6,7657,2024-01-06
Pelagis Kecil,Kapas kapas/Bagas,2024,6,7830,2024-01-06
Karang (Reef-Associated),Kakap Merah,2024,6,2940,2024-01-06
Karang (Reef-Associated),Kuwe gerong,2024,6,1168,2024-01-06
Karang (Reef-Associated),Kuwe,2024,6,1886,2024-01-06
Pelagis Kecil,Kuro/Senangin/laosan,2024,6,8185,2024-01-06
Demersal,Kurisi,2024,6,6572,2024-01-06
Pelagis Kecil,Layang,2024,6,32327,2024-01-06
Karang (Reef-Associated),Kerapu,2024,6,1085,2024-01-06
Pelagis Kecil,Kembung Perempuan,2024,6,4508,2024-01-06
Pelagis Kecil,Kembung Lelaki,2024,6,7359,2024-01-06
Demersal,Kuniran/biji nangka,2024,6,6014,2024-01-06
Demersal,Selar Bentong,2024,7,5752,2024-01-07
Demersal,Manyung,2024,7,738,2024-01-07
Demersal,Marlin,2024,7,2240,2024-01-07
Pelagis Besar,Nyunglas,2024,7,554,2024-01-07
Pelagis Kecil,Pari,2024,7,577,2024-01-07
Demersal,Pedang,2024,7,920,2024-01-07
Pelagis Besar,Peperek,2024,7,3888,2024-01-07
Pelagis Kecil,Pinjalo,2024,7,336,2024-01-07
Karang (Reef-Associated),Pisang-pisang,2024,7,30720,2024-01-07
Pelagis Kecil,Sebelah,2024,7,1103,2024-01-07
Pelagis Kecil,Selar Kuning,2024,7,2347,2024-01-07
jumlah,,2024,7,410292,2024-01-07
Pelagis Besar,Tenggiri,2024,7,671,2024-01-07
Pelagis Besar,Tenggiri Papan,2024,7,640,2024-01-07
Pelagis Besar,Tetengkek,2024,7,1134,2024-01-07
Pelagis Kecil,Tongkol,2024,7,7918,2024-01-07
Pelagis Besar,Tongkol Abu-Abu,2024,7,729,2024-01-07
Pelagis Besar,Tongkol Banyar,2024,7,4289,2024-01-07
Pelagis Besar,Tongkol Komo,2024,7,8996,2024-01-07
Pelagis Besar,Tongkol Lisong,2024,7,9344,2024-01-07
Pelagis Besar,Tuna Mata Besar,2024,7,516,2024-01-07
Pelagis Besar,Tuna Sirip Kuning,2024,7,53101,2024-01-07
Pelagis Kecil,Lencam,2024,7,848,2024-01-07
Pelagis Kecil,Swanggi,2024,7,2030,2024-01-07
Pelagis Besar,Lemadang,2024,7,12318,2024-01-07
Pelagis Kecil,Layur,2024,7,53875,2024-01-07
Pelagis Besar,Layaran,2024,7,880,2024-01-07
Pelagis Besar,Bawal laut,2024,7,749,2024-01-07
Pelagis Besar,Cakalang,2024,7,112376,2024-01-07
Pelagis Besar,Cendro,2024,7,1216,2024-01-07
Pelagis Kecil,Ekor kuning,2024,7,2013,2024-01-07
Demersal,Gabus Laut,2024,7,1399,2024-01-07
Demersal,Gerot Gerot,2024,7,6547,2024-01-07
Demersal,Golok golok,2024,7,1219,2024-01-07
Demersal,Gulamah/Tigawaja/Samgeh,2024,7,4134,2024-01-07
Karang (Reef-Associated),Kakap,2024,7,803,2024-01-07
Karang (Reef-Associated),Kakap Batu,2024,7,1576,2024-01-07
Karang (Reef-Associated),Kakap Jenaha,2024,7,1611,2024-01-07
Karang (Reef-Associated),Ayam ayam,2024,7,2733,2024-01-07
Pelagis Kecil,Kapas kapas/Bagas,2024,7,8360,2024-01-07
Pelagis Kecil,Kembung Lelaki,2024,7,8485,2024-01-07
Pelagis Kecil,Kembung Perempuan,2024,7,5119,2024-01-07
Karang (Reef-Associated),Kerapu,2024,7,1399,2024-01-07
Demersal,Kuniran/biji nangka,2024,7,3338,2024-01-07
Demersal,Kurisi,2024,7,2799,2024-01-07
Pelagis Kecil,Kuro/Senangin/laosan,2024,7,5114,2024-01-07
Karang (Reef-Associated),Kuwe,2024,7,1961,2024-01-07
Karang (Reef-Associated),Kuwe gerong,2024,7,769,2024-01-07
Pelagis Kecil,Layang,2024,7,28188,2024-01-07
Karang (Reef-Associated),Kakap Merah,2024,7,1920,2024-01-07
Pelagis Kecil,Sebelah,2024,8,2120,2024-01-08
Karang (Reef-Associated),Pisang-pisang,2024,8,6174,2024-01-08
Pelagis Kecil,Pinjalo,2024,8,1176,2024-01-08
Pelagis Besar,Peperek,2024,8,5028,2024-01-08
Demersal,Manyung,2024,8,1936,2024-01-08
Pelagis Kecil,Pari,2024,8,734,2024-01-08
Pelagis Besar,Nyunglas,2024,8,920,2024-01-08
Demersal,Marlin,2024,8,2806,2024-01-08
Demersal,Selar Bentong,2024,8,10904,2024-01-08
Demersal,Pedang,2024,8,1024,2024-01-08
jumlah,,2024,8,501586,2024-01-08
Pelagis Kecil,Tongkol,2024,8,15232,2024-01-08
Pelagis Besar,Tenggiri,2024,8,860,2024-01-08
Pelagis Besar,Tenggiri Papan,2024,8,729,2024-01-08
Pelagis Besar,Tetengkek,2024,8,2352,2024-01-08
Pelagis Besar,Tongkol Abu-Abu,2024,8,2037,2024-01-08
Pelagis Besar,Tongkol Banyar,2024,8,9698,2024-01-08
Pelagis Besar,Tongkol Komo,2024,8,19574,2024-01-08
Pelagis Besar,Tongkol Lisong,2024,8,17479,2024-01-08
Pelagis Besar,Tuna Mata Besar,2024,8,625,2024-01-08
Pelagis Besar,Tuna Sirip Kuning,2024,8,68072,2024-01-08
Pelagis Kecil,Lencam,2024,8,1599,2024-01-08
Pelagis Kecil,Swanggi,2024,8,4355,2024-01-08
Pelagis Besar,Lemadang,2024,8,14440,2024-01-08
Pelagis Kecil,Selar Kuning,2024,8,3120,2024-01-08
Pelagis Besar,Layaran,2024,8,1440,2024-01-08
Karang (Reef-Associated),Ayam ayam,2024,8,3599,2024-01-08
Pelagis Besar,Bawal laut,2024,8,1372,2024-01-08
Pelagis Besar,Cakalang,2024,8,130443,2024-01-08
Pelagis Besar,Cendro,2024,8,3318,2024-01-08
Pelagis Kecil,Ekor kuning,2024,8,2737,2024-01-08
Demersal,Gabus Laut,2024,8,1261,2024-01-08
Demersal,Gerot Gerot,2024,8,6651,2024-01-08
Demersal,Golok golok,2024,8,2418,2024-01-08
Demersal,Gulamah/Tigawaja/Samgeh,2024,8,4518,2024-01-08
Karang (Reef-Associated),Kakap,2024,8,1363,2024-01-08
Karang (Reef-Associated),Kakap Batu,2024,8,2510,2024-01-08
Pelagis Kecil,Layur,2024,8,61886,2024-01-08
Karang (Reef-Associated),Kakap Merah,2024,8,2354,2024-01-08
Pelagis Kecil,Kapas kapas/Bagas,2024,8,10066,2024-01-08
Pelagis Kecil,Kembung Lelaki,2024,8,10742,2024-01-08
Pelagis Kecil,Kembung Perempuan,2024,8,8805,2024-01-08
Karang (Reef-Associated),Kerapu,2024,8,1340,2024-01-08
Demersal,Kuniran/biji nangka,2024,8,4758,2024-01-08
Demersal,Kurisi,2024,8,5283,2024-01-08
Pelagis Kecil,Kuro/Senangin/laosan,2024,8,6799,2024-01-08
Karang (Reef-Associated),Kuwe,2024,8,3599,2024-01-08
Karang (Reef-Associated),Kuwe gerong,2024,8,1193,2024-01-08
Pelagis Kecil,Layang,2024,8,28474,2024-01-08
Karang (Reef-Associated),Kakap Jenaha,2024,8,1663,2024-01-08
Pelagis Kecil,Sebelah,2024,9,1513,2024-01-09
Karang (Reef-Associated),Pisang-pisang,2024,9,17570,2024-01-09
Pelagis Kecil,Pinjalo,2024,9,1045,2024-01-09
Pelagis Besar,Peperek,2024,9,6000,2024-01-09
Demersal,Manyung,2024,9,2100,2024-01-09
Pelagis Kecil,Pari,2024,9,1108,2024-01-09
Pelagis Besar,Nyunglas,2024,9,1926,2024-01-09
Demersal,Marlin,2024,9,2940,2024-01-09
Demersal,Selar Bentong,2024,9,11304,2024-01-09
Demersal,Pedang,2024,9,1144,2024-01-09
Pelagis Kecil,Selar Kuning,2024,9,3705,2024-01-09
Pelagis Besar,Tongkol Abu-Abu,2024,9,6436,2024-01-09
Pelagis Besar,Tenggiri,2024,9,941,2024-01-09
Pelagis Besar,Tenggiri Papan,2024,9,842,2024-01-09
Pelagis Besar,Tetengkek,2024,9,2274,2024-01-09
Pelagis Kecil,Tongkol,2024,9,30901,2024-01-09
Pelagis Besar,Tongkol Banyar,2024,9,17255,2024-01-09
Pelagis Besar,Tongkol Komo,2024,9,43893,2024-01-09
Pelagis Besar,Tongkol Lisong,2024,9,54186,2024-01-09
Pelagis Besar,Tuna Mata Besar,2024,9,710,2024-01-09
Pelagis Besar,Tuna Sirip Kuning,2024,9,50276,2024-01-09
jumlah,,2024,9,581823,2024-01-09
Pelagis Kecil,Lencam,2024,9,885,2024-01-09
Pelagis Kecil,Swanggi,2024,9,1135,2024-01-09
Pelagis Besar,Lemadang,2024,9,15217,2024-01-09
Pelagis Kecil,Layur,2024,9,64291,2024-01-09
Pelagis Besar,Layaran,2024,9,1507,2024-01-09
Pelagis Besar,Bawal laut,2024,9,1221,2024-01-09
Pelagis Besar,Cakalang,2024,9,132745,2024-01-09
Pelagis Besar,Cendro,2024,9,3661,2024-01-09
Pelagis Kecil,Ekor kuning,2024,9,4211,2024-01-09
Demersal,Gabus Laut,2024,9,1704,2024-01-09
Demersal,Gerot Gerot,2024,9,6784,2024-01-09
Demersal,Golok golok,2024,9,2520,2024-01-09
Demersal,Gulamah/Tigawaja/Samgeh,2024,9,4096,2024-01-09
Karang (Reef-Associated),Kakap,2024,9,1379,2024-01-09
Karang (Reef-Associated),Kakap Batu,2024,9,2041,2024-01-09
Karang (Reef-Associated),Kakap Jenaha,2024,9,1802,2024-01-09
Karang (Reef-Associated),Ayam ayam,2024,9,3816,2024-01-09
Pelagis Kecil,Kapas kapas/Bagas,2024,9,7918,2024-01-09
Pelagis Kecil,Kembung Lelaki,2024,9,9128,2024-01-09
Pelagis Kecil,Kembung Perempuan,2024,9,9112,2024-01-09
Karang (Reef-Associated),Kerapu,2024,9,1141,2024-01-09
Demersal,Kuniran/biji nangka,2024,9,5164,2024-01-09
Demersal,Kurisi,2024,9,5903,2024-01-09
Pelagis Kecil,Kuro/Senangin/laosan,2024,9,6988,2024-01-09
Karang (Reef-Associated),Kuwe,2024,9,1030,2024-01-09
Karang (Reef-Associated),Kuwe gerong,2024,9,926,2024-01-09
Pelagis Kecil,Layang,2024,9,25599,2024-01-09
Karang (Reef-Associated),Kakap Merah,2024,9,1830,2024-01-09
Pelagis Kecil,Sebelah,2024,10,912,2024-01-10
Karang (Reef-Associated),Pisang-pisang,2024,10,3600,2024-01-10
Pelagis Kecil,Pinjalo,2024,10,1136,2024-01-10
Pelagis Besar,Peperek,2024,10,7168,2024-01-10
Demersal,Manyung,2024,10,2240,2024-01-10
Pelagis Kecil,Pari,2024,10,1313,2024-01-10
Pelagis Besar,Nyunglas,2024,10,4784,2024-01-10
Demersal,Marlin,2024,10,4977,2024-01-10
Demersal,Selar Bentong,2024,10,12458,2024-01-10
Demersal,Pedang,2024,10,1357,2024-01-10
jumlah,,2024,10,555536,2024-01-10
Pelagis Kecil,Tongkol,2024,10,20673,2024-01-10
Pelagis Besar,Tenggiri,2024,10,2841,2024-01-10
Pelagis Besar,Tenggiri Papan,2024,10,2090,2024-01-10
Pelagis Besar,Tetengkek,2024,10,1309,2024-01-10
Pelagis Besar,Tongkol Abu-Abu,2024,10,6237,2024-01-10
Pelagis Besar,Tongkol Banyar,2024,10,12623,2024-01-10
Pelagis Besar,Tongkol Komo,2024,10,21911,2024-01-10
Pelagis Besar,Tongkol Lisong,2024,10,35547,2024-01-10
Pelagis Besar,Tuna Mata Besar,2024,10,673,2024-01-10
Pelagis Besar,Tuna Sirip Kuning,2024,10,48106,2024-01-10
Pelagis Kecil,Lencam,2024,10,1482,2024-01-10
Pelagis Kecil,Swanggi,2024,10,1459,2024-01-10
Pelagis Besar,Lemadang,2024,10,24751,2024-01-10
Pelagis Kecil,Selar Kuning,2024,10,4091,2024-01-10
Pelagis Besar,Layaran,2024,10,3018,2024-01-10
Karang (Reef-Associated),Ayam ayam,2024,10,7307,2024-01-10
Pelagis Besar,Bawal laut,2024,10,2291,2024-01-10
Pelagis Besar,Cakalang,2024,10,105071,2024-01-10
Pelagis Besar,Cendro,2024,10,6846,2024-01-10
Pelagis Kecil,Ekor kuning,2024,10,3353,2024-01-10
Demersal,Gabus Laut,2024,10,1826,2024-01-10
Demersal,Golok golok,2024,10,2194,2024-01-10
Demersal,Gulamah/Tigawaja/Samgeh,2024,10,4978,2024-01-10
Karang (Reef-Associated),Kakap,2024,10,1275,2024-01-10
Karang (Reef-Associated),Kakap Batu,2024,10,1223,2024-01-10
Karang (Reef-Associated),Kakap Jenaha,2024,10,1395,2024-01-10
Demersal,Gerot Gerot,2024,10,6974,2024-01-10
Pelagis Kecil,Kapas kapas/Bagas,2024,10,14671,2024-01-10
Karang (Reef-Associated),Kakap Merah,2024,10,1580,2024-01-10
Karang (Reef-Associated),Kuwe gerong,2024,10,1086,2024-01-10
Karang (Reef-Associated),Kuwe,2024,10,3709,2024-01-10
Pelagis Kecil,Kuro/Senangin/laosan,2024,10,5751,2024-01-10
