jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Pelagis Besar,Tuna Sirip Kuning,2021,11,218800,2021-01-11
Pelagis Besar,Tuna Mata Besar,2021,11,3580,2021-01-11
Pelagis Kecil,Teri,2021,11,0,2021-01-11
Pelagis Kecil,Layang,2021,11,3625,2021-01-11
Pelagis Kecil,Selar,2021,11,425,2021-01-11
jumlah,,2021,11,706328,2021-01-11
Pelagis Kecil,Laosan,2021,11,7525,2021-01-11
Demersal,Kuniran/biji nangka,2021,11,875,2021-01-11
Demersal,Kurisi,2021,11,2125,2021-01-11
Pelagis Besar,Alu Alu/baracuda,2021,11,590,2021-01-11
Karang (Reef-Associated),Ayam ayam,2021,11,775,2021-01-11
Pelagis Besar,Bawal laut,2021,11,4475,2021-01-11
Pelagis Kecil,Bentong,2021,11,125,2021-01-11
Demersal,Cucut,2021,11,164,2021-01-11
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,11,18625,2021-01-11
Demersal,Golok golok,2021,11,1650,2021-01-11
Demersal,Gulamah/Tigawaja/Samgeh,2021,11,3500,2021-01-11
Pelagis Besar,Cakalang,2021,11,239375,2021-01-11
Demersal,Ikan sebelah,2021,11,1025,2021-01-11
Pelagis Besar,ikan pedang,2021,11,950,2021-01-11
Karang (Reef-Associated),Kerapu,2021,11,1825,2021-01-11
Pelagis Kecil,Kembung,2021,11,10950,2021-01-11
Pelagis Kecil,Kapas kapas,2021,11,225,2021-01-11
Karang (Reef-Associated),kuwe,2021,11,9800,2021-01-11
Karang (Reef-Associated),Jenaha,2021,11,925,2021-01-11
Pelagis Kecil,Japuh,2021,11,227,2021-01-11
Karang (Reef-Associated),Kakap Merah,2021,11,22200,2021-01-11
Pelagis Kecil,Peperek,2021,12,3300,2021-01-12
jumlah,,2021,12,579005,2021-01-12
Pelagis Besar,layaran,2021,12,10900,2021-01-12
Pelagis Kecil,Layur,2021,12,29000,2021-01-12
Pelagis Besar,Lemadang,2021,12,14375,2021-01-12
Demersal,Manyung,2021,12,675,2021-01-12
Pelagis Besar,Marlin,2021,12,14175,2021-01-12
Demersal,Pari,2021,12,1025,2021-01-12
Pelagis Besar,Swanggi,2021,12,475,2021-01-12
Pelagis Kecil,Layang,2021,12,3250,2021-01-12
Demersal,Tambakan,2021,12,375,2021-01-12
Pelagis Kecil,Tembang,2021,12,330,2021-01-12
Pelagis Besar,Tenggiri,2021,12,30413,2021-01-12
Pelagis Kecil,Tetengkek,2021,12,1325,2021-01-12
Pelagis Besar,Tongkol,2021,12,31925,2021-01-12
Pelagis Besar,Tuna Sirip Kuning,2021,12,171300,2021-01-12
Pelagis Besar,Tuna Mata Besar,2021,12,3340,2021-01-12
Pelagis Kecil,Teri,2021,12,0,2021-01-12
Pelagis Kecil,Selar,2021,12,250,2021-01-12
Pelagis Kecil,Laosan,2021,12,9100,2021-01-12
Karang (Reef-Associated),kuwe,2021,12,7800,2021-01-12
Demersal,Kuniran/biji nangka,2021,12,675,2021-01-12
Demersal,Kurisi,2021,12,1300,2021-01-12
Pelagis Besar,Alu Alu/baracuda,2021,12,591,2021-01-12
Karang (Reef-Associated),Ayam ayam,2021,12,525,2021-01-12
Pelagis Besar,Bawal laut,2021,12,2225,2021-01-12
Pelagis Besar,Cakalang,2021,12,205125,2021-01-12
Demersal,Cucut,2021,12,165,2021-01-12
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,12,3625,2021-01-12
Demersal,Golok golok,2021,12,900,2021-01-12
Pelagis Kecil,Bentong,2021,12,375,2021-01-12
Pelagis Besar,ikan pedang,2021,12,450,2021-01-12
Demersal,Ikan sebelah,2021,12,525,2021-01-12
Pelagis Kecil,Japuh,2021,12,228,2021-01-12
Karang (Reef-Associated),Jenaha,2021,12,425,2021-01-12
Karang (Reef-Associated),Kakap Merah,2021,12,18875,2021-01-12
Pelagis Kecil,Kapas kapas,2021,12,725,2021-01-12
Pelagis Kecil,Kembung,2021,12,3500,2021-01-12
Karang (Reef-Associated),Kerapu,2021,12,1888,2021-01-12
Demersal,Gulamah/Tigawaja/Samgeh,2021,12,3550,2021-01-12
Demersal,Selar Bentong,2022,1,8016,2022-01-01
Pelagis Kecil,Sebelah,2022,1,3220,2022-01-01
Karang (Reef-Associated),Pisang-pisang,2022,1,31500,2022-01-01
Pelagis Kecil,Pinjalo,2022,1,490,2022-01-01
Demersal,Marlin,2022,1,2400,2022-01-01
Demersal,Pedang,2022,1,131625,2022-01-01
Pelagis Kecil,Pari,2022,1,26688,2022-01-01
Pelagis Besar,Nyunglas,2022,1,134,2022-01-01
Pelagis Kecil,Selar Kuning,2022,1,1240,2022-01-01
Pelagis Besar,Peperek,2022,1,10010,2022-01-01
Pelagis Kecil,Swanggi,2022,1,1089,2022-01-01
Pelagis Besar,Tuna Mata Besar,2022,1,2969275,2022-01-01
Pelagis Besar,Tenggiri Papan,2022,1,45225,2022-01-01
Pelagis Besar,Tetengkek,2022,1,213675,2022-01-01
Pelagis Kecil,Tongkol,2022,1,462,2022-01-01
Pelagis Besar,Tongkol Abu-Abu,2022,1,3465,2022-01-01
Pelagis Besar,Tongkol Komo,2022,1,4620,2022-01-01
Pelagis Besar,Tongkol Kray,2022,1,5775,2022-01-01
Pelagis Besar,Tongkol Lisong,2022,1,7700,2022-01-01
Pelagis Kecil,Lencam,2022,1,11385,2022-01-01
Pelagis Besar,Tuna Sirip Kuning,2022,1,66690,2022-01-01
jumlah,,2022,1,443480325,2022-01-01
Pelagis Besar,Tenggiri,2022,1,670,2022-01-01
Pelagis Besar,Lemadang,2022,1,30288,2022-01-01
Demersal,Manyung,2022,1,3780,2022-01-01
Pelagis Besar,layaran,2022,1,660,2022-01-01
Pelagis Kecil,Layur,2022,1,15840,2022-01-01
Pelagis Besar,Bawal laut,2022,1,148,2022-01-01
Pelagis Besar,Cakalang,2022,1,12854635,2022-01-01
Pelagis Besar,Cendro,2022,1,10692,2022-01-01
Pelagis Kecil,Ekor kuning,2022,1,1386,2022-01-01
Demersal,Gabus Laut,2022,1,12375,2022-01-01
Demersal,Gerot Gerot,2022,1,46035,2022-01-01
Demersal,Golok golok,2022,1,32175,2022-01-01
Demersal,Gulamah/Tigawaja/Samgeh,2022,1,6435,2022-01-01
Karang (Reef-Associated),Kakap,2022,1,975,2022-01-01
Karang (Reef-Associated),Kakap Batu,2022,1,2340,2022-01-01
Karang (Reef-Associated),Kakap Jenaha,2022,1,1365,2022-01-01
Karang (Reef-Associated),Ayam ayam,2022,1,57646,2022-01-01
Pelagis Kecil,Kapas kapas/Bagas,2022,1,1728,2022-01-01
Karang (Reef-Associated),Kakap Merah,2022,1,990,2022-01-01
Karang (Reef-Associated),kuwe gerong,2022,1,1232,2022-01-01
Karang (Reef-Associated),kuwe,2022,1,3388,2022-01-01
Pelagis Kecil,Kuro/Senangin/laosan,2022,1,8910,2022-01-01
Pelagis Kecil,Layang,2022,1,215915,2022-01-01
Demersal,Kuniran/biji nangka,2022,1,3663,2022-01-01
Karang (Reef-Associated),Kerapu,2022,1,32175,2022-01-01
Pelagis Kecil,Kembung Perempuan,2022,1,2695,2022-01-01
Pelagis Kecil,Kembung Lelaki,2022,1,5005,2022-01-01
Demersal,Kurisi,2022,1,28215,2022-01-01
jumlah,,2022,2,419620425,2022-01-02
Demersal,Selar Bentong,2022,2,10000,2022-01-02
Demersal,Marlin,2022,2,2120,2022-01-02
Pelagis Besar,Nyunglas,2022,2,420,2022-01-02
Pelagis Kecil,Pari,2022,2,3090,2022-01-02
Demersal,Pedang,2022,2,38775,2022-01-02
Pelagis Besar,Peperek,2022,2,8960,2022-01-02
Pelagis Kecil,Pinjalo,2022,2,252,2022-01-02
Karang (Reef-Associated),Pisang-pisang,2022,2,36400,2022-01-02
Pelagis Kecil,Sebelah,2022,2,2100,2022-01-02
Pelagis Kecil,Selar Kuning,2022,2,3360,2022-01-02
Pelagis Kecil,Tongkol,2022,2,957,2022-01-02
Pelagis Besar,Tenggiri,2022,2,700,2022-01-02
Pelagis Besar,Tenggiri Papan,2022,2,480,2022-01-02
Pelagis Besar,Tetengkek,2022,2,783,2022-01-02
Pelagis Besar,Tongkol Abu-Abu,2022,2,2175,2022-01-02
Pelagis Besar,Tongkol Komo,2022,2,4089,2022-01-02
Pelagis Besar,Tongkol Kray,2022,2,5220,2022-01-02
Pelagis Besar,Tongkol Lisong,2022,2,105705,2022-01-02
Pelagis Besar,Tuna Mata Besar,2022,2,146775,2022-01-02
Pelagis Besar,Tuna Sirip Kuning,2022,2,75560625,2022-01-02
Pelagis Kecil,Lencam,2022,2,885,2022-01-02
Pelagis Kecil,Swanggi,2022,2,22715,2022-01-02
Pelagis Besar,Lemadang,2022,2,20500,2022-01-02
Demersal,Manyung,2022,2,2660,2022-01-02
Pelagis Besar,layaran,2022,2,11045,2022-01-02
Karang (Reef-Associated),Ayam ayam,2022,2,3432,2022-01-02
Pelagis Besar,Bawal laut,2022,2,260,2022-01-02
Pelagis Besar,Cakalang,2022,2,11486475,2022-01-02
Pelagis Besar,Cendro,2022,2,826,2022-01-02
Pelagis Kecil,Ekor kuning,2022,2,2360,2022-01-02
Demersal,Gabus Laut,2022,2,1180,2022-01-02
Demersal,Gerot Gerot,2022,2,6313,2022-01-02
Demersal,Golok golok,2022,2,4130,2022-01-02
Demersal,Gulamah/Tigawaja/Samgeh,2022,2,5900,2022-01-02
Karang (Reef-Associated),Kakap,2022,2,544,2022-01-02
Karang (Reef-Associated),Kakap Batu,2022,2,1156,2022-01-02
Pelagis Kecil,Layur,2022,2,14927,2022-01-02
Karang (Reef-Associated),Kakap Merah,2022,2,12095,2022-01-02
Pelagis Kecil,Kapas kapas/Bagas,2022,2,1455,2022-01-02
Pelagis Kecil,Kembung Lelaki,2022,2,10005,2022-01-02
Pelagis Kecil,Kembung Perempuan,2022,2,5220,2022-01-02
Karang (Reef-Associated),Kerapu,2022,2,1711,2022-01-02
Demersal,Kuniran/biji nangka,2022,2,2537,2022-01-02
Demersal,Kurisi,2022,2,2478,2022-01-02
Pelagis Kecil,Kuro/Senangin/laosan,2022,2,7729,2022-01-02
Karang (Reef-Associated),kuwe,2022,2,31755,2022-01-02
Karang (Reef-Associated),kuwe gerong,2022,2,957,2022-01-02
Pelagis Kecil,Layang,2022,2,18560,2022-01-02
Karang (Reef-Associated),Kakap Jenaha,2022,2,9248,2022-01-02
Karang (Reef-Associated),Pisang-pisang,2022,3,28840,2022-01-03
Pelagis Kecil,Pinjalo,2022,3,630,2022-01-03
Pelagis Besar,Peperek,2022,3,11200,2022-01-03
Demersal,Pedang,2022,3,50625,2022-01-03
Pelagis Kecil,Lencam,2022,3,91575,2022-01-03
Pelagis Besar,Nyunglas,2022,3,268,2022-01-03
Demersal,Marlin,2022,3,1800,2022-01-03
Demersal,Manyung,2022,3,2415,2022-01-03
Pelagis Kecil,Sebelah,2022,3,2800,2022-01-03
Pelagis Kecil,Pari,2022,3,3456,2022-01-03
Demersal,Selar Bentong,2022,3,15840,2022-01-03
Pelagis Kecil,Tongkol,2022,3,24255,2022-01-03
Pelagis Kecil,Swanggi,2022,3,241065,2022-01-03
Pelagis Besar,Tenggiri,2022,3,45225,2022-01-03
Pelagis Besar,Tenggiri Papan,2022,3,3685,2022-01-03
Pelagis Besar,Tetengkek,2022,3,10395,2022-01-03
Pelagis Besar,Tongkol Abu-Abu,2022,3,308,2022-01-03
Pelagis Besar,Tongkol Komo,2022,3,78155,2022-01-03
Pelagis Besar,Tongkol Kray,2022,3,4235,2022-01-03
Pelagis Besar,Tongkol Lisong,2022,3,798875,2022-01-03
Pelagis Besar,Tuna Mata Besar,2022,3,446176,2022-01-03
Pelagis Besar,Tuna Sirip Kuning,2022,3,107730,2022-01-03
Pelagis Besar,Lemadang,2022,3,34080,2022-01-03
Pelagis Kecil,Selar Kuning,2022,3,3720,2022-01-03
jumlah,,2022,3,6005205,2022-01-03
Pelagis Kecil,Layur,2022,3,15444,2022-01-03
Pelagis Kecil,Layang,2022,3,320354,2022-01-03
Pelagis Besar,layaran,2022,3,1276,2022-01-03
Karang (Reef-Associated),Ayam ayam,2022,3,35816,2022-01-03
Pelagis Besar,Bawal laut,2022,3,185,2022-01-03
Pelagis Besar,Cakalang,2022,3,2057765,2022-01-03
Pelagis Besar,Cendro,2022,3,18711,2022-01-03
Pelagis Kecil,Ekor kuning,2022,3,21582,2022-01-03
Demersal,Gerot Gerot,2022,3,41085,2022-01-03
Demersal,Golok golok,2022,3,31779,2022-01-03
Demersal,Gulamah/Tigawaja/Samgeh,2022,3,5841,2022-01-03
Karang (Reef-Associated),Kakap,2022,3,689,2022-01-03
Karang (Reef-Associated),Kakap Batu,2022,3,1170,2022-01-03
Demersal,Gabus Laut,2022,3,19305,2022-01-03
Karang (Reef-Associated),Kakap Merah,2022,3,86625,2022-01-03
Karang (Reef-Associated),Kakap Jenaha,2022,3,1144,2022-01-03
Karang (Reef-Associated),kuwe,2022,3,50435,2022-01-03
Pelagis Kecil,Kuro/Senangin/laosan,2022,3,44055,2022-01-03
Demersal,Kurisi,2022,3,25245,2022-01-03
Demersal,Kuniran/biji nangka,2022,3,3465,2022-01-03
Karang (Reef-Associated),kuwe gerong,2022,3,16555,2022-01-03
Pelagis Kecil,Kembung Perempuan,2022,3,7161,2022-01-03
Pelagis Kecil,Kembung Lelaki,2022,3,83545,2022-01-03
Pelagis Kecil,Kapas kapas/Bagas,2022,3,1368,2022-01-03
Karang (Reef-Associated),Kerapu,2022,3,160875,2022-01-03
Pelagis Kecil,Selar Kuning,2022,4,4929,2022-01-04
Demersal,Manyung,2022,4,3710,2022-01-04
Demersal,Marlin,2022,4,2715,2022-01-04
Pelagis Kecil,Pari,2022,4,2640,2022-01-04
Demersal,Pedang,2022,4,729,2022-01-04
Pelagis Besar,Peperek,2022,4,12670,2022-01-04
Pelagis Kecil,Pinjalo,2022,4,1190,2022-01-04
Karang (Reef-Associated),Pisang-pisang,2022,4,42560,2022-01-04
Pelagis Kecil,Sebelah,2022,4,1946,2022-01-04
Demersal,Selar Bentong,2022,4,23328,2022-01-04
Pelagis Kecil,Swanggi,2022,4,12375,2022-01-04
Pelagis Kecil,Lencam,2022,4,17325,2022-01-04
Pelagis Besar,Tenggiri Papan,2022,4,51925,2022-01-04
Pelagis Besar,Tetengkek,2022,4,7931,2022-01-04
Pelagis Kecil,Tongkol,2022,4,5005,2022-01-04
Pelagis Besar,Tongkol Abu-Abu,2022,4,1925,2022-01-04
Pelagis Besar,Tongkol Komo,2022,4,92785,2022-01-04
Pelagis Besar,Tongkol Kray,2022,4,7931,2022-01-04
Pelagis Besar,Tongkol Lisong,2022,4,6699,2022-01-04
Pelagis Besar,Tuna Mata Besar,2022,4,35359375,2022-01-04
Pelagis Besar,Tuna Sirip Kuning,2022,4,1201275,2022-01-04
jumlah,,2022,4,611530675,2022-01-04
Pelagis Besar,Tenggiri,2022,4,5695,2022-01-04
Pelagis Besar,Lemadang,2022,4,38640,2022-01-04
Pelagis Besar,Nyunglas,2022,4,45225,2022-01-04
Pelagis Besar,layaran,2022,4,1760,2022-01-04
Pelagis Besar,Bawal laut,2022,4,407,2022-01-04
Pelagis Besar,Cakalang,2022,4,184943,2022-01-04
Pelagis Besar,Cendro,2022,4,17226,2022-01-04
Pelagis Kecil,Ekor kuning,2022,4,18315,2022-01-04
Demersal,Gabus Laut,2022,4,2079,2022-01-04
Demersal,Gerot Gerot,2022,4,33858,2022-01-04
Demersal,Golok golok,2022,4,36135,2022-01-04
Demersal,Gulamah/Tigawaja/Samgeh,2022,4,57915,2022-01-04
Karang (Reef-Associated),Kakap,2022,4,2171,2022-01-04
Karang (Reef-Associated),Kakap Batu,2022,4,1365,2022-01-04
Karang (Reef-Associated),Kakap Jenaha,2022,4,1365,2022-01-04
Karang (Reef-Associated),Ayam ayam,2022,4,48766,2022-01-04
Pelagis Kecil,Kapas kapas/Bagas,2022,4,2544,2022-01-04
Pelagis Kecil,Kembung Lelaki,2022,4,11935,2022-01-04
Pelagis Kecil,Kembung Perempuan,2022,4,10780,2022-01-04
Karang (Reef-Associated),Kerapu,2022,4,9405,2022-01-04
Demersal,Kuniran/biji nangka,2022,4,25245,2022-01-04
Demersal,Kurisi,2022,4,18612,2022-01-04
Pelagis Kecil,Kuro/Senangin/laosan,2022,4,3069,2022-01-04
Pelagis Kecil,Layur,2022,4,120285,2022-01-04
Karang (Reef-Associated),kuwe,2022,4,45045,2022-01-04
Karang (Reef-Associated),kuwe gerong,2022,4,847,2022-01-04
Pelagis Kecil,Layang,2022,4,23498,2022-01-04
Karang (Reef-Associated),Kakap Merah,2022,4,12375,2022-01-04
Pelagis Kecil,Sebelah,2022,5,2240,2022-01-05
Karang (Reef-Associated),Pisang-pisang,2022,5,27559,2022-01-05
Pelagis Kecil,Pinjalo,2022,5,630,2022-01-05
Pelagis Besar,Peperek,2022,5,6160,2022-01-05
Demersal,Manyung,2022,5,2240,2022-01-05
Pelagis Kecil,Pari,2022,5,15748,2022-01-05
Pelagis Besar,Nyunglas,2022,5,4899,2022-01-05
Demersal,Marlin,2022,5,2288,2022-01-05
Demersal,Selar Bentong,2022,5,77216,2022-01-05
Demersal,Pedang,2022,5,5456,2022-01-05
Pelagis Kecil,Selar Kuning,2022,5,22624,2022-01-05
Pelagis Besar,Tongkol Abu-Abu,2022,5,5811,2022-01-05
Pelagis Besar,Tenggiri,2022,5,4473,2022-01-05
Pelagis Besar,Tenggiri Papan,2022,5,39405,2022-01-05
Pelagis Besar,Tetengkek,2022,5,75096,2022-01-05
Pelagis Kecil,Tongkol,2022,5,1699494,2022-01-05
Pelagis Besar,Tongkol Komo,2022,5,72414,2022-01-05
Pelagis Besar,Tongkol Kray,2022,5,59004,2022-01-05
Pelagis Besar,Tongkol Lisong,2022,5,380844,2022-01-05
Pelagis Besar,Tuna Mata Besar,2022,5,201579,2022-01-05
Pelagis Besar,Tuna Sirip Kuning,2022,5,7654245,2022-01-05
jumlah,,2022,5,40353775,2022-01-05
Pelagis Kecil,Lencam,2022,5,6512,2022-01-05
Pelagis Kecil,Swanggi,2022,5,11248,2022-01-05
Pelagis Besar,Lemadang,2022,5,184912,2022-01-05
Pelagis Kecil,Layur,2022,5,7696,2022-01-05
Pelagis Besar,layaran,2022,5,11086,2022-01-05
Karang (Reef-Associated),Ayam ayam,2022,5,43672,2022-01-05
Pelagis Besar,Bawal laut,2022,5,206,2022-01-05
Pelagis Besar,Cakalang,2022,5,11870385,2022-01-05
Pelagis Besar,Cendro,2022,5,1776,2022-01-05
Pelagis Kecil,Ekor kuning,2022,5,1184,2022-01-05
Demersal,Gabus Laut,2022,5,34336,2022-01-05
Demersal,Golok golok,2022,5,196544,2022-01-05
Demersal,Gulamah/Tigawaja/Samgeh,2022,5,30784,2022-01-05
Karang (Reef-Associated),Kakap,2022,5,986,2022-01-05
Karang (Reef-Associated),Kakap Batu,2022,5,21586,2022-01-05
Karang (Reef-Associated),Kakap Jenaha,2022,5,1088,2022-01-05
Demersal,Gerot Gerot,2022,5,2072,2022-01-05
Pelagis Kecil,Kapas kapas/Bagas,2022,5,198792,2022-01-05
Karang (Reef-Associated),Kakap Merah,2022,5,12432,2022-01-05
Karang (Reef-Associated),kuwe gerong,2022,5,18327,2022-01-05
Karang (Reef-Associated),kuwe,2022,5,32631,2022-01-05
Pelagis Kecil,Kuro/Senangin/laosan,2022,5,46768,2022-01-05
Demersal,Kurisi,2022,5,279424,2022-01-05
Pelagis Kecil,Layang,2022,5,149884,2022-01-05
Karang (Reef-Associated),Kerapu,2022,5,14208,2022-01-05
Pelagis Kecil,Kembung Perempuan,2022,5,91188,2022-01-05
Pelagis Kecil,Kembung Lelaki,2022,5,488124,2022-01-05
Demersal,Kuniran/biji nangka,2022,5,265216,2022-01-05
Demersal,Selar Bentong,2022,6,79248,2022-01-06
Demersal,Manyung,2022,6,2590,2022-01-06
Demersal,Marlin,2022,6,2354,2022-01-06
Pelagis Besar,Nyunglas,2022,6,2343,2022-01-06
Pelagis Kecil,Pari,2022,6,232156,2022-01-06
Demersal,Pedang,2022,6,744,2022-01-06
Pelagis Besar,Peperek,2022,6,5180,2022-01-06
Pelagis Kecil,Pinjalo,2022,6,840,2022-01-06
Karang (Reef-Associated),Pisang-pisang,2022,6,37870,2022-01-06
Pelagis Kecil,Sebelah,2022,6,2870,2022-01-06
Pelagis Kecil,Selar Kuning,2022,6,25048,2022-01-06
jumlah,,2022,6,461133655,2022-01-06
Pelagis Besar,Tenggiri,2022,6,60705,2022-01-06
Pelagis Besar,Tenggiri Papan,2022,6,2982,2022-01-06
Pelagis Besar,Tetengkek,2022,6,693,2022-01-06
Pelagis Kecil,Tongkol,2022,6,125664,2022-01-06
Pelagis Besar,Tongkol Abu-Abu,2022,6,12936,2022-01-06
Pelagis Besar,Tongkol Komo,2022,6,95634,2022-01-06
Pelagis Besar,Tongkol Kray,2022,6,75768,2022-01-06
Pelagis Besar,Tongkol Lisong,2022,6,4851,2022-01-06
Pelagis Besar,Tuna Mata Besar,2022,6,1222263,2022-01-06
Pelagis Besar,Tuna Sirip Kuning,2022,6,86973345,2022-01-06
Pelagis Kecil,Lencam,2022,6,13062,2022-01-06
Pelagis Kecil,Swanggi,2022,6,14306,2022-01-06
Pelagis Besar,Lemadang,2022,6,256032,2022-01-06
Pelagis Kecil,Layur,2022,6,126266,2022-01-06
Pelagis Besar,layaran,2022,6,11327,2022-01-06
Pelagis Besar,Bawal laut,2022,6,1442,2022-01-06
Pelagis Besar,Cakalang,2022,6,15504447,2022-01-06
Pelagis Besar,Cendro,2022,6,1555,2022-01-06
Pelagis Kecil,Ekor kuning,2022,6,2177,2022-01-06
Demersal,Gabus Laut,2022,6,19282,2022-01-06
Demersal,Gerot Gerot,2022,6,16483,2022-01-06
Demersal,Golok golok,2022,6,299804,2022-01-06
Demersal,Gulamah/Tigawaja/Samgeh,2022,6,38564,2022-01-06
Karang (Reef-Associated),Kakap,2022,6,1587,2022-01-06
Karang (Reef-Associated),Kakap Batu,2022,6,3765,2022-01-06
Karang (Reef-Associated),Kakap Jenaha,2022,6,621,2022-01-06
Karang (Reef-Associated),Ayam ayam,2022,6,8652,2022-01-06
Pelagis Kecil,Kapas kapas/Bagas,2022,6,22088,2022-01-06
Pelagis Kecil,Kembung Lelaki,2022,6,104412,2022-01-06
Pelagis Kecil,Kembung Perempuan,2022,6,38346,2022-01-06
Karang (Reef-Associated),Kerapu,2022,6,1555,2022-01-06
Demersal,Kuniran/biji nangka,2022,6,16794,2022-01-06
Demersal,Kurisi,2022,6,215212,2022-01-06
Pelagis Kecil,Kuro/Senangin/laosan,2022,6,62822,2022-01-06
Karang (Reef-Associated),kuwe,2022,6,1617,2022-01-06
Karang (Reef-Associated),kuwe gerong,2022,6,16632,2022-01-06
Pelagis Kecil,Layang,2022,6,145642,2022-01-06
Karang (Reef-Associated),Kakap Merah,2022,6,16794,2022-01-06
Demersal,Selar Bentong,2022,7,55328,2022-01-07
Pelagis Kecil,Sebelah,2022,7,2240,2022-01-07
Karang (Reef-Associated),Pisang-pisang,2022,7,29400,2022-01-07
Pelagis Kecil,Pinjalo,2022,7,1190,2022-01-07
Demersal,Marlin,2022,7,3854,2022-01-07
Demersal,Pedang,2022,7,61575,2022-01-07
Pelagis Kecil,Pari,2022,7,216448,2022-01-07
Pelagis Besar,Nyunglas,2022,7,36872,2022-01-07
Pelagis Kecil,Selar Kuning,2022,7,18841,2022-01-07
Pelagis Besar,Peperek,2022,7,4830,2022-01-07
Pelagis Kecil,Swanggi,2022,7,13806,2022-01-07
Pelagis Besar,Tongkol Abu-Abu,2022,7,2368,2022-01-07
Pelagis Besar,Tenggiri Papan,2022,7,41481,2022-01-07
Pelagis Besar,Tetengkek,2022,7,4736,2022-01-07
Pelagis Kecil,Tongkol,2022,7,14708,2022-01-07
Pelagis Besar,Tongkol Komo,2022,7,61272,2022-01-07
Pelagis Besar,Tongkol Kray,2022,7,48544,2022-01-07
Pelagis Besar,Tongkol Lisong,2022,7,59792,2022-01-07
Pelagis Besar,Tuna Mata Besar,2022,7,6188595,2022-01-07
Pelagis Besar,Tuna Sirip Kuning,2022,7,117583305,2022-01-07
jumlah,,2022,7,5072078,2022-01-07
Demersal,Manyung,2022,7,3150,2022-01-07
Pelagis Besar,Tenggiri,2022,7,87571,2022-01-07
Pelagis Kecil,Lencam,2022,7,4602,2022-01-07
Pelagis Besar,Lemadang,2022,7,233472,2022-01-07
Karang (Reef-Associated),Ayam ayam,2022,7,39902,2022-01-07
Pelagis Kecil,Layur,2022,7,109681,2022-01-07
Pelagis Besar,Bawal laut,2022,7,281,2022-01-07
Pelagis Besar,Cakalang,2022,7,2073435,2022-01-07
Pelagis Besar,Cendro,2022,7,129623,2022-01-07
Pelagis Kecil,Ekor kuning,2022,7,20709,2022-01-07
Demersal,Gabus Laut,2022,7,16874,2022-01-07
Demersal,Gerot Gerot,2022,7,16107,2022-01-07
Demersal,Gulamah/Tigawaja/Samgeh,2022,7,41418,2022-01-07
Karang (Reef-Associated),Kakap,2022,7,14965,2022-01-07
Karang (Reef-Associated),Kakap Batu,2022,7,67368,2022-01-07
Karang (Reef-Associated),Kakap Jenaha,2022,7,9198,2022-01-07
Demersal,Golok golok,2022,7,21476,2022-01-07
Pelagis Kecil,Kapas kapas/Bagas,2022,7,199206,2022-01-07
Karang (Reef-Associated),Kakap Merah,2022,7,159536,2022-01-07
Pelagis Kecil,Layang,2022,7,119402,2022-01-07
Karang (Reef-Associated),kuwe gerong,2022,7,170496,2022-01-07
Karang (Reef-Associated),kuwe,2022,7,17168,2022-01-07
Pelagis Kecil,Kuro/Senangin/laosan,2022,7,49088,2022-01-07
Pelagis Besar,layaran,2022,7,232812,2022-01-07
Demersal,Kuniran/biji nangka,2022,7,174876,2022-01-07
Karang (Reef-Associated),Kerapu,2022,7,1534,2022-01-07
Pelagis Kecil,Kembung Perempuan,2022,7,40848,2022-01-07
Pelagis Kecil,Kembung Lelaki,2022,7,70448,2022-01-07
Demersal,Kurisi,2022,7,335946,2022-01-07
Demersal,Selar Bentong,2022,8,4872,2022-01-08
Demersal,Manyung,2022,8,1406,2022-01-08
Demersal,Marlin,2022,8,3180,2022-01-08
Pelagis Besar,Nyunglas,2022,8,77585,2022-01-08
Pelagis Kecil,Pari,2022,8,4176,2022-01-08
Demersal,Pedang,2022,8,1350,2022-01-08
Pelagis Besar,Peperek,2022,8,3496,2022-01-08
Pelagis Kecil,Pinjalo,2022,8,494,2022-01-08
Karang (Reef-Associated),Pisang-pisang,2022,8,21280,2022-01-08
Pelagis Kecil,Sebelah,2022,8,950,2022-01-08
Pelagis Kecil,Selar Kuning,2022,8,420,2022-01-08
Pelagis Kecil,Lencam,2022,8,5916,2022-01-08
Pelagis Besar,Tenggiri,2022,8,354,2022-01-08
Pelagis Besar,Tenggiri Papan,2022,8,413,2022-01-08
Pelagis Besar,Tetengkek,2022,8,5871,2022-01-08
Pelagis Kecil,Tongkol,2022,8,89952,2022-01-08
Pelagis Besar,Tongkol Abu-Abu,2022,8,5253,2022-01-08
Pelagis Besar,Tongkol Komo,2022,8,24102,2022-01-08
Pelagis Besar,Tongkol Kray,2022,8,3399,2022-01-08
Pelagis Besar,Tongkol Lisong,2022,8,2472,2022-01-08
Pelagis Besar,Tuna Mata Besar,2022,8,418278,2022-01-08
Pelagis Besar,Tuna Sirip Kuning,2022,8,7947282,2022-01-08
jumlah,,2022,8,45644477,2022-01-08
Pelagis Kecil,Swanggi,2022,8,9048,2022-01-08
Pelagis Besar,Lemadang,2022,8,9744,2022-01-08
Pelagis Kecil,Layur,2022,8,114144,2022-01-08
Pelagis Besar,layaran,2022,8,1888,2022-01-08
